PayrollID,EmpID,JobID,SalaryID,Date,Report,TotalAmount,RaiseApplied
535,45,45,45,2024-07-31,July Payroll,41419,N
536,45,45,45,2024-08-31,August Payroll,42267,N
537,45,45,45,2024-09-30,September Payroll,42371,N
538,45,45,45,2024-10-31,October Payroll,42177,N
539,45,45,45,2024-11-30,November Payroll,42575,N
540,45,45,45,2024-12-31,December Payroll,42107,N
541,46,46,46,2024-01-31,January Payroll,32377,N
542,46,46,46,2024-02-29,February Payroll,32400,N
543,46,46,46,2024-03-31,March Payroll,33187,N
544,46,46,46,2024-04-30,April Payroll,33101,N
545,46,46,46,2024-05-31,May Payroll,33199,N
546,46,46,46,2024-06-30,June Payroll,33352,N
547,46,46,46,2024-07-31,July Payroll,32890,N
548,46,46,46,2024-08-31,August Payroll,33183,N
549,46,46,46,2024-09-30,September Payroll,32997,N
550,46,46,46,2024-10-31,October Payroll,33168,N
551,46,46,46,2024-11-30,November Payroll,32722,N
552,46,46,46,2024-12-31,December Payroll,33603,N
553,47,47,47,2024-01-31,January Payroll,35427,N
554,47,47,47,2024-02-29,February Payroll,35259,N
555,47,47,47,2024-03-31,March Payroll,34716,N
556,47,47,47,2024-04-30,April Payroll,34402,N
557,47,47,47,2024-05-31,May Payroll,34384,N
558,47,47,47,2024-06-30,June Payroll,34915,N
559,47,47,47,2024-07-31,July Payroll,34978,N
560,47,47,47,2024-08-31,August Payroll,34586,N
561,47,47,47,2024-09-30,September Payroll,35149,N
562,47,47,47,2024-10-31,October Payroll,34738,N
563,47,47,47,2024-11-30,November Payroll,35306,N
564,47,47,47,2024-12-31,December Payroll,35328,N
565,48,48,48,2024-01-31,January Payroll,34647,N
566,48,48,48,2024-02-29,February Payroll,33498,N
567,48,48,48,2024-03-31,March Payroll,33824,N
568,48,48,48,2024-04-30,April Payroll,34084,N
569,48,48,48,2024-05-31,May Payroll,33754,N
570,48,48,48,2024-06-30,June Payroll,33954,N
571,48,48,48,2024-07-31,July Payroll,33684,N
572,48,48,48,2024-08-31,August Payroll,33657,N
573,48,48,48,2024-09-30,September Payroll,33452,N
574,48,48,48,2024-10-31,October Payroll,33715,N
575,48,48,48,2024-11-30,November Payroll,33842,N
576,48,48,48,2024-12-31,December Payroll,34157,N
577,49,49,49,2024-01-31,January Payroll,31538,N
578,49,49,49,2024-02-29,February Payroll,31274,N
579,49,49,49,2024-03-31,March Payroll,30615,N
580,49,49,49,2024-04-30,April Payroll,30578,N
581,49,49,49,2024-05-31,May Payroll,31615,N
582,49,49,49,2024-06-30,June Payroll,35025,Y
583,49,49,49,2024-07-31,July Payroll,35604,N
584,49,49,49,2024-08-31,August Payroll,35068,N
585,49,49,49,2024-09-30,September Payroll,34497,N
586,49,49,49,2024-10-31,October Payroll,34922,N
587,49,49,49,2024-11-30,November Payroll,35012,N
588,49,49,49,2024-12-31,December Payroll,34708,N
589,50,50,50,2024-01-31,January Payroll,39278,N
590,50,50,50,2024-02-29,February Payroll,39650,N
591,50,50,50,2024-03-31,March Payroll,40156,N
592,50,50,50,2024-04-30,April Payroll,40549,N
593,50,50,50,2024-05-31,May Payroll,40276,N
594,50,50,50,2024-06-30,June Payroll,39657,N
595,50,50,50,2024-07-31,July Payroll,39213,N
596,50,50,50,2024-08-31,August Payroll,39372,N
597,50,50,50,2024-09-30,September Payroll,39414,N
598,50,50,50,2024-10-31,October Payroll,39623,N
599,50,50,50,2024-11-30,November Payroll,39785,N
600,50,50,50,2024-12-31,December Payroll,39845,N
601,51,51,51,2024-01-31,January Payroll,41487,N
602,51,51,51,2024-02-29,February Payroll,42089,N
603,51,51,51,2024-03-31,March Payroll,41284,N
604,51,51,51,2024-04-30,April Payroll,42007,N
605,51,51,51,2024-05-31,May Payroll,46987,Y
606,51,51,51,2024-06-30,June Payroll,46086,N
607,51,51,51,2024-07-31,July Payroll,47405,N
608,51,51,51,2024-08-31,August Payroll,46831,N
609,51,51,51,2024-09-30,September Payroll,45786,N
610,51,51,51,2024-10-31,October Payroll,47379,N
611,51,51,51,2024-11-30,November Payroll,46298,N
612,51,51,51,2024-12-31,December Payroll,47044,N
613,52,52,52,2024-01-31,January Payroll,34579,N
614,52,52,52,2024-02-29,February Payroll,35013,N
615,52,52,52,2024-03-31,March Payroll,35000,N
616,52,52,52,2024-04-30,April Payroll,34363,N
617,52,52,52,2024-05-31,May Payroll,34492,N
618,52,52,52,2024-06-30,June Payroll,34766,N
619,52,52,52,2024-07-31,July Payroll,39351,Y
620,52,52,52,2024-08-31,August Payroll,39325,N
621,52,52,52,2024-09-30,September Payroll,39560,N
622,52,52,52,2024-10-31,October Payroll,39417,N
623,52,52,52,2024-11-30,November Payroll,39121,N
624,52,52,52,2024-12-31,December Payroll,39571,N
625,53,53,53,2024-01-31,January Payroll,45631,N
626,53,53,53,2024-02-29,February Payroll,45699,N
627,53,53,53,2024-03-31,March Payroll,46604,N
628,53,53,53,2024-04-30,April Payroll,46060,N
629,53,53,53,2024-05-31,May Payroll,46384,N
630,53,53,53,2024-06-30,June Payroll,45632,N
631,53,53,53,2024-07-31,July Payroll,46581,N
632,53,53,53,2024-08-31,August Payroll,45758,N
633,53,53,53,2024-09-30,September Payroll,52060,Y
634,53,53,53,2024-10-31,October Payroll,52693,N
635,53,53,53,2024-11-30,November Payroll,51874,N
636,53,53,53,2024-12-31,December Payroll,52315,N
637,54,54,54,2024-01-31,January Payroll,38286,N
638,54,54,54,2024-02-29,February Payroll,37281,N
639,54,54,54,2024-03-31,March Payroll,37961,N
640,54,54,54,2024-04-30,April Payroll,38710,N
641,54,54,54,2024-05-31,May Payroll,38430,N
642,54,54,54,2024-06-30,June Payroll,38420,N
643,54,54,54,2024-07-31,July Payroll,38118,N
644,54,54,54,2024-08-31,August Payroll,38337,N
645,54,54,54,2024-09-30,September Payroll,38127,N
646,54,54,54,2024-10-31,October Payroll,37499,N
647,54,54,54,2024-11-30,November Payroll,38196,N
648,54,54,54,2024-12-31,December Payroll,38182,N
649,55,55,55,2024-01-31,January Payroll,43380,N
650,55,55,55,2024-02-29,February Payroll,44318,N
651,55,55,55,2024-03-31,March Payroll,43176,N
652,55,55,55,2024-04-30,April Payroll,44789,N
653,55,55,55,2024-05-31,May Payroll,43313,N
654,55,55,55,2024-06-30,June Payroll,43153,N
655,55,55,55,2024-07-31,July Payroll,43672,N
656,55,55,55,2024-08-31,August Payroll,43387,N
657,55,55,55,2024-09-30,September Payroll,44335,N
658,55,55,55,2024-10-31,October Payroll,43842,N
659,55,55,55,2024-11-30,November Payroll,44484,N
660,55,55,55,2024-12-31,December Payroll,44740,N
661,56,56,56,2024-01-31,January Payroll,47443,N
662,56,56,56,2024-02-29,February Payroll,46177,N
663,56,56,56,2024-03-31,March Payroll,46320,N
664,56,56,56,2024-04-30,April Payroll,46450,N
665,56,56,56,2024-05-31,May Payroll,46671,N
666,56,56,56,2024-06-30,June Payroll,47305,N
667,56,56,56,2024-07-31,July Payroll,47048,N
668,56,56,56,2024-08-31,August Payroll,46650,N
669,56,56,56,2024-09-30,September Payroll,46386,N
670,56,56,56,2024-10-31,October Payroll,47775,N
671,56,56,56,2024-11-30,November Payroll,46704,N
672,56,56,56,2024-12-31,December Payroll,46726,N
673,57,57,57,2024-01-31,January Payroll,43380,N
674,57,57,57,2024-02-29,February Payroll,43246,N
675,57,57,57,2024-03-31,March Payroll,43332,N
676,57,57,57,2024-04-30,April Payroll,43189,N
677,57,57,57,2024-05-31,May Payroll,42471,N
678,57,57,57,2024-06-30,June Payroll,42564,N
679,57,57,57,2024-07-31,July Payroll,43100,N
680,57,57,57,2024-08-31,August Payroll,42527,N
681,57,57,57,2024-09-30,September Payroll,43813,N
682,57,57,57,2024-10-31,October Payroll,42652,N
683,57,57,57,2024-11-30,November Payroll,42637,N
684,57,57,57,2024-12-31,December Payroll,42497,N
685,58,58,58,2024-01-31,January Payroll,47649,N
686,58,58,58,2024-02-29,February Payroll,47710,N
687,58,58,58,2024-03-31,March Payroll,48833,N
688,58,58,58,2024-04-30,April Payroll,48567,N
689,58,58,58,2024-05-31,May Payroll,47565,N
690,58,58,58,2024-06-30,June Payroll,47274,N
691,58,58,58,2024-07-31,July Payroll,48339,N
692,58,58,58,2024-08-31,August Payroll,47769,N
693,58,58,58,2024-09-30,September Payroll,48922,N
694,58,58,58,2024-10-31,October Payroll,48611,N
695,58,58,58,2024-11-30,November Payroll,48873,N
696,58,58,58,2024-12-31,December Payroll,48585,N
697,59,59,59,2024-01-31,January Payroll,44242,N
698,59,59,59,2024-02-29,February Payroll,45763,N
699,59,59,59,2024-03-31,March Payroll,45281,N
700,59,59,59,2024-04-30,April Payroll,45445,N
701,59,59,59,2024-05-31,May Payroll,44485,N
702,59,59,59,2024-06-30,June Payroll,45590,N
703,59,59,59,2024-07-31,July Payroll,51077,Y
704,59,59,59,2024-08-31,August Payroll,51677,N
705,59,59,59,2024-09-30,September Payroll,51078,N
706,59,59,59,2024-10-31,October Payroll,50743,N
707,59,59,59,2024-11-30,November Payroll,52046,N
708,59,59,59,2024-12-31,December Payroll,51011,N
709,60,60,60,2024-01-31,January Payroll,69252,N
710,60,60,60,2024-02-29,February Payroll,68881,N
711,60,60,60,2024-03-31,March Payroll,69525,N
712,60,60,60,2024-04-30,April Payroll,69923,N
713,60,60,60,2024-05-31,May Payroll,70507,N
714,60,60,60,2024-06-30,June Payroll,68985,N
715,60,60,60,2024-07-31,July Payroll,71301,N
716,60,60,60,2024-08-31,August Payroll,71338,N
717,60,60,60,2024-09-30,September Payroll,74052,Y
718,60,60,60,2024-10-31,October Payroll,75539,N
719,60,60,60,2024-11-30,November Payroll,76223,N
720,60,60,60,2024-12-31,December Payroll,75007,N
